Name,Year,Duration,Genre,Rating,Director,Actor1,Actor2,Actor3
Ek Main Aur Ekk Tu,2012,110,"Comedy, Drama, Romance",5.7,Shakun Batra,Kareena Kapoor,Imran Khan,Zenobia Shroff
Ek Nanhi Munni Ladki Thi,1970,136,Drama,6.1,Vishram Bedekar,Mumtaz,Bobby,Laxmi Chhaya
Ek Number Ka Chor,1990,180,"Action, Crime, Drama",4,Tajdar Amrohi,Aatish Devgan,Mashhoor Amrohi,Mazhar Khan
Ek Paheli,1971,131,"Drama, Horror, Mystery",6.8,Naresh Kumar,Feroz Khan,Tanuja,Sanjeev Kumar
Ek Paheli Leela,2015,145,"Mystery, Romance, Thriller",3.7,Bobby Khan,Sunny Leone,Rahul Dev,Mohit Ahlawat
Ek Pal,1986,135,Drama,6.9,Kalpana Lajmi,Shabana Azmi,Naseeruddin Shah,Farooq Shaikh
Ek Phool Char Kante,1960,136,"Comedy, Drama, Romance",6.8,Bhappi Sonie,Sunil Dutt,Waheeda Rehman,Johnny Walker
Ek Phool Do Mali,1969,150,"Drama, Family, Musical",6.6,Devendra Goel,Sanjay Khan,Balraj Sahni,Sadhana
Ek Raat,1968,155,"Action, Crime, Drama",5.8,Rajnath,Sheikh Mukhtar,Simi Garewal,Ravi Kumar
Ek Raaz,1963,132,Comedy,6.8,Shakti Samanta,Kishore Kumar,Jamuna,Pran
Ek Saal,1957,134,"Drama, Family, Romance",7.3,Devendra Goel,Ashok Kumar,Madhubala,Johnny Walker
Ek Sainik - The Tale of a warrior,2020,45,"Action, Drama",8.2,Pratyush Sharma,Pratyush Sharma,Shivani Pathak,Priyom Gautam
Ek Sapera Ek Lutera,1965,125,"Action, Comedy, Musical",4.9,Naresh Kumar,Feroz Khan,Kumkum,Sunder
Ek Se Badhkar Ek,1976,158,"Action, Comedy, Crime",7,Brij,Ashok Kumar,Raaj Kumar,Sharmila Tagore
Ek Se Badhkar Ek,2004,146,"Comedy, Thriller",4.4,Kundan Shah,Sunil Shetty,Raveena Tandon,Shekhar Suman
Ek Se Bure Do,2009,180,"Action, Comedy, Crime",4.3,Tariq Khan,Anita,Lankesh Bhardwaj,Snehal Dabi
Ek Shriman Ek Shrimati,1969,140,"Drama, Romance",6.6,Bhappi Sonie,Shashi Kapoor,Babita Kapoor,Rajendranath Malhotra
Ek Sthree,2000,115,Drama,5.7,Anil,Suman Ranganath,Kashish,Vivek Anand
Ek tha Bhujang,2015,73,Drama,6.9,Mohinder Pratap Singh,Yashit Duggal,Siddant Gupta,Pritma Manohar
Ek Tha Hero,2018,120,"Drama, Family",4,Yogesh Pagare,Asrani,Ashwini Kalsekar,Ayush Mahesh Khedekar
Ek Tha Raja,1996,150,"Action, Thriller",3.9,Dayal Nihalani,Aditya Pancholi,Sunil Shetty,Saif Ali Khan
Ek Tha Tiger,2012,132,"Action, Romance, Thriller",5.5,Kabir Khan,Salman Khan,Katrina Kaif,Girish Karnad
Ek Thi Daayan,2013,135,"Horror, Romance, Thriller",5.7,Kannan Iyer,Emraan Hashmi,Konkona Sen Sharma,Kalki Koechlin
Ek Thi Larki,1949,164,Drama,6.9,Roop K. Shorey,Meena Shorey,Motilal,Kuldip Kaur
Ek Tho Chance,2009,120,Drama,4.4,Saeed Akhtar Mirza,Amrita Arora,Ali Fazal,Uttam Halder
Ek Vivaah... Aisa Bhi,2008,132,"Drama, Romance",5.2,Kaushik Ghatak,Isha Koppikar,Sonu Sood,Anand Abhyankar
Ek: The Power of One,2009,140,"Action, Drama, Thriller",4.7,Sangeeth Sivan,Bobby Deol,Shriya Saran,Kulbhushan Kharbanda
Ek-Hi-Rasta,1956,151,Drama,6.9,B.R. Chopra,Ashok Kumar,Meena Kumari,Sunil Dutt
Ekk Deewana Tha,2012,136,"Drama, Romance",5.9,Gautham Vasudev Menon,Prateik,Amy Jackson,Sachin Khedekar
Ekkees Tareekh Shubh Muhurat,2018,97,Drama,5.7,Pavan Kumar,Sanjay Mishra,Mahesh Sharma,Kajal Jain
Ekkees Toppon Ki Salaami,2014,140,Comedy,6,Ravindra Gautam,Anupam Kher,Neha Dhupia,Divyendu Sharma
Eklavya: The Royal Guard,2007,105,"Action, Drama, Mystery",6.1,Vidhu Vinod Chopra,Amitabh Bachchan,Saif Ali Khan,Sanjay Dutt
Ekram,2019,94,Drama,5.8,Saheem Khan,Saheem Khan,Kunal Sharma,Vandana Chopra
Ekta,2019,99,"Horror, Mystery, Thriller",8,G. Suman Reddy,Salil Ankola,Navneet Kaur Dhillon,Avneet Kaur
Elaan,1994,146,"Action, Crime, Thriller",5.3,Guddu Dhanoa,Akshay Kumar,Amrish Puri,Madhoo
Elaan,1971,144,"Action, Drama, Musical",6,K. Ramanlal,Vinod Mehra,Rekha,Vinod Khanna
Elaan,2005,159,"Action, Thriller",4.4,Vikram Bhatt,Arjun Rampal,Ameesha Patel,John Abraham
Elan,1947,133,Drama,6.2,Mehboob Khan,Surendra,Munawwar Sultana,Mohammad Afzal
EMI: Liya Hai To Chukana Padega,2008,180,"Comedy, Crime, Drama",4.2,Saurabh Kabra,Sanjay Khanna,Sanjay Dutt,Urmila Matondkar
Enakkul Oruvan,1984,149,"Action, Drama",6.5,S.P. Muthuraman,Kamal Haasan,Shobana,Sathyaraj
Encounter Dayanayak,2005,145,"Action, Crime, Drama",5.7,D. Rajendra Babu,Bhaskarabatla Usha,Kaushal,Shekar Kotyan
Encounter: The Killing,2002,150,"Crime, Drama",6.1,Ajay Phansekar,Naseeruddin Shah,Dilip Prabhavalkar,Tara Deshpande
English ki taay taay fisss,2020,137,"Comedy, Romance",6.1,Shailendra Singh Rajput,Aishwarya Rajesh Ash,Manoj Joshi,Leysan Karimova
English Vinglish,2012,134,"Comedy, Drama, Family",7.8,Gauri Shinde,Sridevi,Adil Hussain,Mehdi Nebbou
Escape from Taliban,2003,133,"Adventure, Drama, Thriller",4.3,Ujjwal Chatterjee,Manisha Koirala,Nawab Shah,Vineeta Malik
Evadithe Nakenti,2007,170,"Action, Crime, Drama",6.2,Jeevitha,Rajasekhar,Samudra V.,Rajasekhar
Evening Shadows,2018,102,Drama,7.1,Sridhar Rangayan,Mona Ambegaonkar,Ananth Narayan Mahadevan,Devansh Doshi
Everybody Says I'm Fine!,2001,103,"Drama, Fantasy, Romance",5.9,Rahul Bose,Rehaan Engineer,Koel Purie,Rahul Bose
Evil Eye,2020,90,"Horror, Mystery, Thriller",4.7,Elan Dassani,Rajeev Dassani,Sarita Choudhury,Sunita Mani
Extraordinaari,2015,144,"Drama, Family, Fantasy",3.4,Sunanda Shyamal Mitra,Rituparna Sengupta,Abhishek Gupta,Satyajit Sharma
F.A.L.T.U,2011,120,"Comedy, Drama",4.6,Remo D'Souza,Arshad Warsi,Riteish Deshmukh,Jackky Bhagnani
Faasle,1985,146,"Drama, Romance",4.5,Yash Chopra,Sunil Dutt,Rekha,Rohan Kapoor
Facebook Wala Pyar,2019,114,"Drama, Romance",5.3,Narayan k Sahu,Rahul Bagga,Akhilendra Mishra,Neeta Mohindra
Faith Connections,2013,115,"Documentary, Biography, Drama",7.3,Pan Nalin,Bhole Baba,Hatha Yogi Baba,Pant Shirt Baba
Fakira,1976,139,"Action, Drama, Thriller",6.5,C.P. Dixit,Shashi Kapoor,Shabana Azmi,Asrani
Falak (The Sky),1988,166,"Action, Crime, Drama",6,Shashilal K. Nair,Rakhee Gulzar,Jackie Shroff,Shekhar Kapur
Falsafa,2019,135,"Action, Drama, Thriller",7.1,Himanshu Yadav,Manit Joura,Geetanjali Singh,Ridhima Grover
Family of Thakurganj,2019,127,"Action, Drama",8.4,Manoj K. Jha,Prince Singh,Jimmy Sheirgill,Mahie Gill
Family: Ties of Blood,2006,150,"Action, Crime, Drama",5.6,Rajkumar Santoshi,Amitabh Bachchan,Akshay Kumar,Bhoomika Chawla
Famous Pandey,2017,104,Drama,4.9,Ekant Babani,Rahul Bagga,Dharmendra Singh,Meher Vij
Fan,2016,142,"Action, Drama, Thriller",7,Maneesh Sharma,Shah Rukh Khan,Sayani Gupta,Shriya Pilgaonkar
Fanaa,2006,168,"Action, Drama, Romance",7.2,Kunal Kohli,Aamir Khan,Kajol,Rishi Kapoor
Faraar,1975,136,"Action, Crime, Drama",6.9,Shankar Mukherjee,Sanjeev Kumar,Sharmila Tagore,Amitabh Bachchan
Faraar,1965,137,"Mystery, Thriller",6.1,Pinaki Bhushan Mukherji,Anil Chatterjee,Balraj Sahni,Shabnam
Faraib,1983,131,"Action, Thriller",4.5,Rajat Rakshit,Mithun Chakraborty,Ranjeeta Kaur,Shreeram Lagoo
Fareb,1996,147,"Action, Crime, Drama",4.7,Vikram Bhatt,Faraaz Khan,Suman Ranganath,Ashok Lath
Fareb,2005,129,"Drama, Thriller",4.1,Deepak Tijori,Shilpa Shetty Kundra,Manoj Bajpayee,Shamita Shetty
Farishta Ya Qatil,1977,126,"Action, Drama",5.1,S.M. Abbas,Shashi Kapoor,Rekha,Jayshree T.
Farz,1967,170,"Action, Crime, Thriller",6.2,Ravikant Nagaich,Jeetendra,Babita Kapoor,Aruna Irani
Farz Ki Jung,1989,139,Drama,4.3,R.P. Swamy,Shashi Kapoor,Govinda,Neelam Kothari
Fashion,1957,148,"Drama, Family",8,Lekhraj Bhakri,Pradeep Kumar,Manoj Kumar,Mala Sinha
Fashion,2008,167,"Drama, Romance",6.9,Madhur Bhandarkar,Priyanka Chopra Jonas,Kangana Ranaut,Mugdha Godse
Fast Forward,2009,57,"Action, Drama, Musical",5.6,Zaigham Ali Syed,Vinod Khanna,Akshay Kapoor,Rehan Khan
Fastey Fasaatey,2019,119,"Drama, Romance",4.6,Amit Agarwal,Bijay Anand,Ashok Awasthi,V.M. Badola
Fate,1933,68,"Drama, Romance",6.2,John Hunt,Devika Rani,Himanshu Rai,Abraham Sofaer
Fate,1943,113,Drama,6.6,Mehboob Khan,Motilal,Nargis,Chandra Mohan
Fatso!,2012,98,"Comedy, Fantasy, Romance",5.7,Rajat Kapoor,Gul Panag,Purab Kohli,Ranvir Shorey
Fauji Calling,2021,134,Drama,5.4,Aaryaan Saxena,Bidita Bag,Anil Chouhan,Mugdha Godse
Faulad,1963,145,"Action, Adventure, Drama",6.2,Mohammed Hussain,Dara Singh,Mumtaz,Minoo Mumtaz
Feast of Varanasi,2016,97,"Crime, Drama, Thriller",5.5,Rajan Kumar Patel,Adil Hussain,Holly Gilbert,Tannishtha Chatterjee
Ferrari Ki Sawaari,2012,140,"Comedy, Drama, Family",6.4,Rajesh Mapuskar,Sharman Joshi,Boman Irani,Ritvik Sahore
'Ferry',1954,128,"Drama, Family",5.8,Hemen Gupta,Dev Anand,Archana,Babu
Fever,2016,123,"Crime, Mystery",4.7,Rajeev Jhaveri,Rajeev Khandelwal,Gauahar Khan,Gemma Atkinson
Fida,2004,122,"Action, Crime, Drama",5.5,Ken Ghosh,Kareena Kapoor,Fardeen Khan,Shahid Kapoor
Fiffty Fiffty,1981,136,"Action, Comedy, Musical",6.1,Shomu Mukherjee,Rajesh Khanna,Tina Ambani,Om Shivpuri
Fight Club: Members Only,2006,140,"Action, Crime",3.3,Abhay Chopra,Vikram Chopra,Sunil Shetty,Sohail Khan
Filhaal...,2002,151,"Drama, Romance",5.5,Meghna Gulzar,Tabu,Sushmita Sen,Sanjay Suri
Film Hi Film,1983,133,"Comedy, Drama, Music",5.8,Hiren Nag,Pran,Ramesh Deo,Seema Deo
Film Star,2005,145,Drama,5.1,Tanuja Chandra,Mahima Chaudhry,Priyanshu Chatterjee,Vasundhara Das
Filmistaan,2012,117,Comedy,7.3,Nitin Kakkar,Sharib Hashmi,Inaamulhaq,Kumud Mishra
Filter Coffee Liquor Cha,2019,80,Drama,6.9,Debarati Gupta,Nishan Nanaiah,Priyanka Sarkar,Usha Uthup
Finding Fanny,2014,102,"Adventure, Comedy, Drama",5.7,Homi Adajania,Deepika Padukone,Arjun Kapoor,Naseeruddin Shah
Firaaq,2008,101,"Drama, History, Thriller",7.4,Nandita Das,Inaamulhaq,Nassar,Shahana Goswami
Firangi,2017,158,"Comedy, Drama",4.4,Rajiv Dhingra,Kapil Sharma,Ishita Dutta,Monica Gill
Fire,1996,104,"Drama, Romance",7.2,Deepa Mehta,Shabana Azmi,Nandita Das,Karishma Jhalani
Fire in the Blood,2013,87,"Documentary, History",7.7,Dylan Mohan Gray,Zackie Achmat,Peter Mugyenyi,Bill Clinton
Fire in the Mountains,2021,84,Drama,6.8,Ajitpal Singh,Vinamrata Rai,Chandan Bisht,Harshita Tiwari
Fired,2010,87,Horror,4.4,Sajit Warrier,Rahul Bose,Dinesh Lamba,Nassar Abdulla
Fireflies,2013,100,"Drama, Family",6.2,Sabal Singh Shekhawat,Rahul Khanna,Arjun Mathur,Shivaani Ghai
Fireflies in the Abyss,2015,88,"Documentary, Drama",7,Chandrasekhar Reddy,Nishant Rai,Raj Rai,Suraj Subba
First Love Letter,1991,165,Romance,4.8,Shiva,Vivek Mushran,Manisha Koirala,Dalip Tahil
First Rank,1990,150,"Action, Drama, Sport",5.3,Dev Anand,Dev Anand,Aamir Khan,Ekta Sohini
Fitoor,2016,131,"Drama, Romance",5.4,Abhishek Kapoor,Aditya Roy Kapoor,Katrina Kaif,Tabu
Fiza,2000,170,"Action, Crime, Drama",6.1,Khalid Mohamed,Jaya Bachchan,Karisma Kapoor,Hrithik Roshan
Flame: An Untold Love Story,2014,97,Drama,6,Rajiv S. Ruia,Sumana Mukherjee,Hrishitaa Bhatt,Kamna Singh Chandel
Flat 211,2017,105,"Crime, Mystery, Thriller",5.1,Sunil Sanjan,Jayesh Raj,Sonal Singh,Samonica Shrivastava
Flight,2021,116,"Action, Thriller",8.3,Suraj Joshi,Vishal Arya,Babita Ashiwal,Shibani Bedi
Flying Colors,2016,84,Drama,6,Raja Krishna,Bhavna Mali,Eknath Kamble,Pawan
Flying Lessons,2007,106,Drama,6.3,Francesca Archibugi,Giovanna Mezzogiorno,Andrea Miglio Risi,Angel Tom Karumathy
Fool N Final,2007,144,"Action, Comedy, Crime",3.4,Ahmed Khan,Sunny Deol,Shahid Kapoor,Vivek Oberoi
Foot Path,1953,148,"Comedy, Crime, Drama",7.5,Zia Sarhadi,Dilip Kumar,Meena Kumari,Ramesh Thapar
Footfairy,2020,115,"Crime, Thriller",5,Kanishk Varma,Gulshan Devaiah,Sagarika Ghatge,Kunaal Roy Kapur
Footpath,2003,164,"Action, Crime, Drama",5.3,Vikram Bhatt,Aftab Shivdasani,Bipasha Basu,Rahul Dev
Force,2011,137,"Action, Crime, Drama",6.5,Nishikant Kamat,John Abraham,Genelia D'Souza,Vidyut Jammwal
Force 2,2016,127,"Action, Adventure, Thriller",6.2,Abhinay Deo,John Abraham,Sonakshi Sinha,Tahir Raj Bhasin
Foto,2007,86,Comedy,6.4,Virendra Saini,Tom Alter,Sameer Gupta,Arjun Gokul Jaykrishna
Four Faces of India,1959,160,Drama,7.5,Khwaja Ahmad Abbas,Raj Kapoor,Ajit,Shammi Kapoor
Four Pillars of Basement,2015,134,"Action, Mystery, Thriller",4.6,Giresh Naik,Shawar Ali,Ravi Gadariya,Zakir Husain
Four Two Ka One,2012,112,Comedy,4.7,Anwer Khan,Ishwar Singh,Jimmy Sheirgill,Rajpal Yadav
Fox,2009,145,"Crime, Drama, Mystery",5.2,Deepak Tijori,Arjun Rampal,Sunny Deol,Udita Goswami
Fraud Saiyaan,2019,109,"Comedy, Drama",4.3,Sourabh Shrivastava,Arshad Warsi,Saurabh Shukla,Flora Saini
Freaky Ali,2016,120,"Comedy, Sport",4.9,Sohail Khan,Nawazuddin Siddiqui,Arbaaz Khan,Amy Jackson
Fredrick,2016,129,"Action, Thriller",4.9,Rajesh Butalia,Avinash Dhyani,Prashant Narayanan,Tulna Butalia
Friends In Law,2018,85,Comedy,6.8,Amit Khanna,Shreedevi Chowdary,Ashlin Harris,Amiran Winter
Friendship,1980,152,"Action, Crime, Drama",6.6,Raj Khosla,Amitabh Bachchan,Shatrughan Sinha,Zeenat Aman
Friendship,2008,145,"Comedy, Drama, Romance",6.5,Tarun Mansukhani,Abhishek Bachchan,John Abraham,Priyanka Chopra Jonas
Frozen,2007,109,Drama,7.1,Shivajee Chandrabhushan,Danny Denzongpa,Gauri,Aungchuk
Fruit & Nut,2009,90,"Comedy, Crime, Drama",2.8,Kunal Vijaykar,Cyrus Broacha,Boman Irani,Mahesh Manjrekar
FryDay,2018,114,"Comedy, Drama",5.2,Abhishek Dogra,Govinda,Digangana Suryavanshi,Varun Sharma
Fuddu,2016,100,"Comedy, Drama",5.4,Sunil Subramani,Shubham,Swati Kapoor,Uday Tikekar
Fugly,2014,134,"Drama, Thriller",4.7,Kabir Sadanand,Jimmy Sheirgill,Mohit Marwah,Kiara Advani
Fukrey,2013,139,"Comedy, Drama, Romance",6.9,Mrighdeep Lamba,Pulkit Samrat,Manjot Singh,Ali Fazal
Fukrey Boyzzz: Space Mein Fukrapanti,2020,74,"Animation, Comedy, Family",8.3,Avinash Walzade,Manish Bhavan,Amit Deondi,Ketan Kava
Fukrey Returns,2017,141,Comedy,6.5,Mrighdeep Lamba,Pulkit Samrat,Varun Sharma,Ali Fazal
Full Moon,1960,169,"Drama, Musical, Romance",7.2,M. Sadiq,Waheeda Rehman,Guru Dutt,Rehman
Fun: Can Be Dangerous Sometimes,2005,138,Thriller,3.1,Sanjay Zaveri,Siddharth Koirala,Aryan Vaid,Payal Rohatgi
Future to Bright Hai Ji,2012,180,Drama,6.2,Sanjay Amar,Aamir Bashir,Sonal Sehgal,Asrani
G Kutta Se,2017,104,Drama,8.3,Rahul Dahiya,Rajveer Ankur Singh,Neha Chauhan,Vibha Tyagi
Gaai Aur Gori,1973,148,"Drama, Family",6,M.A. Thirumugham,Shatrughan Sinha,Jaya Bachchan,Bindu
Gaban,1966,169,"Crime, Drama, Romance",5.8,Krishan Chopra,Hrishikesh Mukherjee,Sunil Dutt,Sadhana
Gabbar is Back,2015,128,"Action, Comedy, Crime",7.1,Radha Krishna Jagarlamudi,Akshay Kumar,Shruti Haasan,Kareena Kapoor
Gabbar Singh,2007,111,Action,4.8,Kanti Shah,Amit Pachori,Shiva Rindani,Sapna Sappu
Gadar: Ek Prem Katha,2001,170,"Action, Drama, Romance",7.2,Anil Sharma,Sunny Deol,Ameesha Patel,Amrish Puri
Gaddaar,1995,152,"Action, Drama, Romance",4.6,Raam Shetty,Sunil Shetty,Harish,Sonali Bendre
Gafla,2006,127,Drama,7.2,Sameer Hanchate,Somesh Agarwal,Anshul Chobey,Nishikant Dixit
Gair,1999,148,"Action, Drama",3.7,Ashok Gaekwad,Ajay Devgn,Raveena Tandon,Reena Roy
Gair Kaanooni,1989,152,"Action, Comedy, Drama",5.3,Prayag Raj,Sridevi,Govinda,Kimi Katkar
Gaja Gamini,2000,122,"Drama, Fantasy",5,M.F. Hussain,Madhuri Dixit,Shabana Azmi,Naseeruddin Shah
Gajendra,2004,145,Action,3.5,Suresh Krishna,Sarath Babu,Rajat Bedi,Flora
Gali Gali Chor Hai,2012,109,"Comedy, Drama, Family",5.1,Rumi Jaffery,Akshaye Khanna,Mugdha Godse,Satish Kaushik
"Gallit Gondhal, Dillit Mujra",2009,120,Comedy,7.3,Nagesh Bhonsle,Makarand Anaspure,Suzanne Bernert,Nagesh Bhonsle
Gaman,1978,119,Drama,7.1,Muzaffar Ali,Farooq Shaikh,Smita Patil,Gita Siddharth
Gambeeram,2004,165,"Action, Comedy, Crime",4.5,Suresh,Tanikella Bharani,Brahmanandam,Jasper
Gambler,1971,154,"Crime, Romance, Thriller",6.5,Amarjeet,Dev Anand,Zaheeda,Kishore Sahu
Gambler,1995,169,"Action, Comedy, Crime",5,Dayal Nihalani,Govinda,Shilpa Shetty Kundra,Aditya Pancholi
Game,1993,131,"Action, Crime, Drama",5.1,Anil Mattoo,Naseeruddin Shah,Aditya Pancholi,Rahul Roy
Game,2011,135,"Action, Crime, Drama",5.2,Abhinay Deo,Abhishek Bachchan,Kangana Ranaut,Anupam Kher
Game,2007,146,"Action, Crime, Drama",5.3,Shivram Yadav,Sherlyn Chopra,Sameer Dharmadhikari,Prashant Narayanan
Game of Ayodhya,2017,148,"Documentary, Drama",6.5,Sunil Singh,Arun Bakshi,Abhay Bhargava,Makrand Deshpande
Game Over,2017,140,Thriller,7.1,Paresh Vinodray Savani,Rima Mishra,Rajesh Sharma,Yashpal Sharma
Game Paisa Ladki,2018,107,Drama,5.8,Sachin Agarwal,Ishteyak Arif,Deepans Garge,Ashraf Ul Haq
Gandhi,1982,191,"Biography, Drama, History",8,Richard Attenborough,Ben Kingsley,John Gielgud,Rohini Hattangadi
Gandhi to Hitler,2011,108,"Drama, History, War",2.5,Rakesh Ranjan Kumar,Avijit Dutt,Raghuvir Yadav,Neha Dhupia
"Gandhi, My Father",2007,136,"Biography, Drama, History",7.3,Feroz Abbas Khan,Akshaye Khanna,Darshan Jariwala,Shefali Shah
Gandhigiri,2016,128,Drama,4.6,Sanoj Mishra,Sanoj R. Mishra,Sanjay Mishra,Rishi Bhutani
Gandhiji My Mentor,2016,97,"Drama, History",7.6,Nilay Dave,Anil Pandey,Deepak Antani,Nilay Dave
Gandhinagar 2nd Street,1986,137,"Comedy, Family, Romance",7.6,Sathyan Anthikad,Mohanlal,Karthika,Sreenivasan
Gang,2000,152,"Action, Crime, Drama",6.1,Mazhar Khan,Jackie Shroff,Nana Patekar,Kumar Gaurav
Gang of Ghosts,2014,128,"Comedy, Horror",3.6,Satish Kaushik,Sharman Joshi,Mahie Gill,Asrani
Gang of Littles,2016,112,Drama,5.2,Vijay Kumar Mishra,Abhishek,Shehzad Khan,Viju Khote
Ganga,2006,102,"Action, Drama, Music",4.7,Abhishek Chhadha,Amitabh Bachchan,Hema Malini,Nagma
Ganga Aur Suraj,1980,157,Drama,6.4,A. Salaam,Sunil Dutt,Shashi Kapoor,Reena Roy
Ganga Ki Saugand,1978,142,"Action, Drama",5.4,Sultan Ahmed,Amitabh Bachchan,Rekha,Amjad Khan
Ganga Meri Maa,1983,145,Drama,5.7,Shyam Ralhan,Vikas Anand,Birbal,Danny Denzongpa
Gangaa Jamunaa Saraswathi,1988,187,"Action, Drama, Romance",4.6,Manmohan Desai,Amitabh Bachchan,Mithun Chakraborty,Jaya Prada
Gangaajal,2003,157,"Action, Crime, Drama",7.8,Prakash Jha,Ajay Devgn,Gracy Singh,Mohan Joshi
Gangoobai,2013,110,"Drama, Family",7.3,Priya Krishnaswamy,Sarita Joshi,Purab Kohli,Mita Vashisht
Gangs of Wasseypur,2012,321,"Action, Comedy, Crime",8.2,Anurag Kashyap,Manoj Bajpayee,Richa Chadha,Nawazuddin Siddiqui
Gangster,2006,123,"Action, Crime, Drama",7.1,Anurag Basu,Kangana Ranaut,Shiney Ahuja,Emraan Hashmi
Gangvaa,1984,126,"Action, Drama",5.3,Rajasekhar,Rajinikanth,Shabana Azmi,Sarika
Gaon,2018,124,Drama,5.3,Gautam Singh,Shadab Kamal,Neha Mahajan,Dibyendu Bhattacharya
Gaon Hamara Shaher Tumhara,1972,127,"Drama, Family, Romance",6.8,Naresh Kumar,Rajendra Kumar,Rekha,Sujit Kumar
Garam,2005,102,Drama,4.5,Kanti Shah,Sapna Sappu,Imran,Tanveer
Garam Coat,1955,129,Drama,7.3,Amar Kumar,Nirupa Roy,Jayant,Rashid Khan
Garam Masala,1972,129,"Comedy, Musical, Action",5.8,Aspi Irani,Aruna Irani,Mehmood,Jeevan
Garam Masala,2005,146,Comedy,6.7,Priyadarshan,Akshay Kumar,John Abraham,Paresh Rawal
Garbage,2018,105,"Drama, Thriller",3.4,Qaushiq Mukherjee,Tanmay Dhanania,Trimala Adhikari,Satarupa Das
Gardish,1993,153,"Action, Crime, Drama",7.4,Priyadarshan,Jackie Shroff,Amrish Puri,Dimple Kapadia
Garm Hava,1974,146,Drama,8.1,M.S. Sathyu,Balraj Sahni,A.K. Hangal,Gita Siddharth
Gattu,2011,90,Drama,7.3,Rajan Khosa,Naresh Sharma,Mohammad Samad,Jayanta Das
Gauraiya,2014,125,Crime,7,Rajesh Hans,Karamaveer Chaudhary,Karamveer Choudhary,Vijay Jora
Gauri,1968,152,"Drama, Family",6.5,A. Bhimsingh,Sunil Dutt,Nutan,Sanjeev Kumar
Gauri: The Unborn,2007,98,"Drama, Horror, Thriller",3.5,Aku Akbar,Mohan Azaad,Anupam Kher,Atul Kulkarni
Gauru: Journey of Courage,2016,124,Family,8.8,Ramkishan Choyal,Jahangir Khan,Vedshree Rao,Ila Arun
Gautam Govinda,1979,131,"Action, Crime, Drama",6,Subhash Ghai,Shashi Kapoor,Shatrughan Sinha,Moushumi Chatterjee
Gautam Govinda,2002,119,Action,2.7,Gautam Verma,Ishrat Ali,Mithun Chakraborty,Pinky Chinoy
Gawaahi,1989,111,Mystery,5.6,Anant Balani,Zeenat Aman,Vikram Gokhale,Ashutosh Gowariker
Gayab,2004,138,"Drama, Fantasy, Thriller",4.2,Prawaal Raman,Tusshar Kapoor,Antara Mali,Raghuvir Yadav
Geet,1992,151,Drama,5.9,Partho Ghosh,Avinash Wadhawan,Divya Bharti,Laxmikant Berde
Geet Gaata Chal,1975,130,"Comedy, Drama, Family",6.9,Hiren Nag,Sachin Pilgaonkar,Sarika,Urmila Bhatt
Geetanjali,1993,150,Drama,6,Shakti Samanta,Jeetendra,Rekha,Vijay Arora
Gehrayee,1980,135,"Drama, Horror",6.8,Vikas Desai,Aruna Raje,Shreeram Lagoo,Anant Nag
Gehri Chaal,1973,147,"Action, Crime, Thriller",5.4,C.V. Sridhar,Jeetendra,Hema Malini,Amitabh Bachchan
Gemini,2002,150,"Action, Comedy, Crime",6.1,Saran,Vikram,Kiran Rathod,Kalabhavan Mani
Genesis,1986,105,Drama,6.7,Mrinal Sen,Shabana Azmi,Naseeruddin Shah,Om Puri
Genius,2018,165,"Action, Thriller",5.3,Anil Sharma,Utkarsh Sharma,Ishita Chauhan,Mithun Chakraborty
Gentleman,1989,139,"Comedy, Crime, Musical",4.9,Vinod K. Verma,Govinda,Anuradha Patel,Shakti Kapoor
Geraftaar,1985,167,"Action, Drama",6.1,Prayag Raj,Kamal Haasan,Poonam Dhillon,Madhavi
Ghajini,2008,186,"Action, Drama, Mystery",7.3,A.R. Murugadoss,Aamir Khan,Asin Thottumkal,Jiah Khan
Ghanchakkar,2013,137,"Comedy, Crime, Thriller",5.8,Raj Kumar Gupta,Emraan Hashmi,Vidya Balan,Rajesh Sharma
Ghar,1978,121,"Drama, Romance",7,Manik Chatterjee,Gulzar,Vinod Mehra,Rekha
Ghar Basake Dekho,1963,139,"Comedy, Drama",5.8,Kishore Sahu,Manoj Kumar,Sudesh Kumar,Randhir
Ghar Bazar,1998,130,"Action, Crime, Drama",4.4,D.S. Azad,Shekhar Suman,Natasha Shailendra,Sharmila Tagore
Ghar Dwaar,1985,153,Drama,7.1,Kalpataru,Tanuja,Sachin Pilgaonkar,Raj Kiran
Ghar Ek Mandir,1984,156,Drama,5.5,K. Bapaiah,Shashi Kapoor,Moushumi Chatterjee,Mithun Chakraborty
Ghar Ghar Ki Kahani,1988,155,"Comedy, Drama",4.9,Kalpataru,Govinda,Farha Naaz,Rishi Kapoor
Ghar Ghar Ki Kahani,1970,120,"Drama, Family",7.6,T. Prakash Rao,Balraj Sahni,Nirupa Roy,Bharathi
Ghar Grihasti,2004,142,"Drama, Family",4,Mahesh Tillekar,Aishwarya Narkar,Sulabha Arya,Sajid Sheikh
Ghar Ho To Aisa,1990,155,Drama,6,Kalpataru,Anil Kapoor,Meenakshi Sheshadri,Raj Kiran
Ghar Jamai,1992,148,"Comedy, Family",5.8,Arun Bhatt,Rita Bhaduri,Birbal,Mithun Chakraborty
